TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"C-1932315","Magic","Judge Promos","Intuition","Purplemana SKU: [AM-00995-20407]","","P","Moderately Played Foil","","","","","1","0","833.7500","https://static.tcgplayer.com/B0F7117B-4795-415B-A3F2-1894EEA17438"
"C-2013402","Magic","Judge Promos","Morphling","Purplemana SKU: [AP-01308-56278]","","P","Lightly Played Foil","","","","","1","0","63.2500","https://static.tcgplayer.com/AD2AD2F2-5406-4A8A-86A9-6CA0CD7B13F7"
"C-2011417","Magic","Judge Promos","Morphling","Purplemana SKU: [AP-01308-56277]","","P","Moderately Played Foil","","","","","1","0","57.5000","https://static.tcgplayer.com/7C90F968-ED8F-435E-B1BE-BEB2BFA06797"
"C-2013439","Magic","Judge Promos","Mox Opal","Purplemana SKU: [XX-01304-56183]","3","P","Lightly Played Foil","","","","","1","0","109.2500","https://static.tcgplayer.com/E5AA6026-5867-4AA6-8608-E500B6C67073"
"C-1998262","Magic","Judge Promos","Noble Hierarch","Purplemana SKU: [AP-01309-56308]","","P","Lightly Played Foil","","","","","1","0","126.5000","https://static.tcgplayer.com/F037FD09-D00F-4E1B-BCB0-02BA90A90125"
"C-1998263","Magic","Judge Promos","Noble Hierarch","Purplemana SKU: [AP-01309-56309]","","P","Lightly Played Foil","","","","","1","0","126.5000","https://static.tcgplayer.com/4A1950D4-23E2-419D-9A51-EC51597EA114"
"C-2013392","Magic","Judge Promos","Noble Hierarch","Purplemana SKU: [AP-01309-56310]","","P","Lightly Played Foil","","","","","1","0","115.0000","https://static.tcgplayer.com/FAF9482E-6534-44AD-8DC5-52A7266BFBE3"
"C-1998264","Magic","Judge Promos","Noble Hierarch","Purplemana SKU: [AP-01309-56311]","","P","Lightly Played Foil","","","","","1","0","126.5000","https://static.tcgplayer.com/53CD85D7-648C-42BC-9321-E73CA166FD74"
"C-2011320","Magic","Judge Promos","Phyrexian Dreadnought","Purplemana SKU: [AM-00987-20145]","","P","Lightly Played Foil","","","","","1","0","201.2500","https://static.tcgplayer.com/E441C355-EAFA-4219-B759-8D9FFEE53FA4"
"C-2013407","Magic","Judge Promos","Phyrexian Negator","Purplemana SKU: [AP-01309-56304]","","P","Lightly Played Foil","","","","","1","0","63.2500","https://static.tcgplayer.com/A1745C01-93AF-481D-A08F-D2111C77F3AE"
"C-2013453","Magic","Judge Promos","Phyrexian Negator","Purplemana SKU: [AP-01309-56305]","","P","Lightly Played Foil","","","","","1","0","60.9500","https://static.tcgplayer.com/A3ED5B21-B732-45FE-A0D5-1926BE64AE84"
"C-2013403","Magic","Judge Promos","Phyrexian Negator","Purplemana SKU: [AP-01309-56306]","","P","Lightly Played Foil","","","","","1","0","63.2500","https://static.tcgplayer.com/D1C42139-73F6-46D9-B6F8-0515E729B954"
"C-2013409","Magic","Judge Promos","Phyrexian Negator","Purplemana SKU: [AP-01309-56307]","","P","Moderately Played Foil","","","","","1","0","57.5000","https://static.tcgplayer.com/ADE393E3-17DC-4CA9-A9C7-1939C68B6A56"
"C-2013399","Magic","Judge Promos","Thawing Glaciers","Purplemana SKU: [AP-01308-56280]","","P","Lightly Played Foil","","","","","1","0","103.5000","https://static.tcgplayer.com/1EF34575-E833-4F06-AA2A-48635938BB76"
"C-2013397","Magic","Judge Promos","Thawing Glaciers","Purplemana SKU: [AP-01308-56281]","","P","Lightly Played Foil","","","","","1","0","103.5000","https://static.tcgplayer.com/668B9373-8773-4B4E-BCB3-8FF434B82946"
"C-2007037","Magic","Judge Promos","Thawing Glaciers","Purplemana SKU: [AP-01308-56282]","","P","Lightly Played Foil","","","","","1","0","103.5000","https://static.tcgplayer.com/01EBE32E-57A5-45D3-8385-975200373199"
"C-2013400","Magic","Judge Promos","Thawing Glaciers","Purplemana SKU: [AP-01309-56303]","","P","Lightly Played Foil","","","","","1","0","103.5000","https://static.tcgplayer.com/C4DB6ACA-E34D-4CB4-9047-8F153585F318"
"C-1998935","Magic","Judge Promos","Vampiric Tutor","Purplemana SKU: [XX-01006-21845]","","P","Lightly Played Foil","","","","","1","0","316.2500","https://static.tcgplayer.com/3E4EEBC2-D416-4558-922C-F0E840C51F81"
"C-1998946","Magic","Judge Promos","Vampiric Tutor","Purplemana SKU: [AP-031722-7989]","","P","Moderately Played Foil","","","","","1","0","287.5000","https://static.tcgplayer.com/C0788894-9022-4762-ADB0-3E3BA5A4BE5F"
"C-1998293","Magic","Jumpstart","Allosaurus Shepherd","Purplemana SKU: [PL-01282-54632]","28","M","Near Mint","","","","","1","0","34.5000","https://static.tcgplayer.com/40875EB6-1401-4C30-8283-8569682F9C26"
"C-1998795","Magic","Jumpstart","Muxus, Goblin Grandee","Purplemana SKU: [PL-01282-54620]","24","R","Near Mint","","","","","1","0","11.5000","https://static.tcgplayer.com/BAE94052-1123-48A6-9293-0E8AF702280C"
"C-1973650","Magic","Junior Series Promos","City of Brass","Purplemana SKU: [WP-1150-20349]","","P","Lightly Played Foil","","","","","1","0","460.0000","https://static.tcgplayer.com/EB257657-8943-4E4E-95B8-D24CB28CE002"
"4740294","Magic","Kaldheim","Birgi, God of Storytelling (Showcase)","","311","R","Lightly Played Foil","7.46","","8.5900","8.5900","0","0","10.9900",""
"4715495","Magic","Kaldheim","Eradicator Valkyrie (Extended Art)","","353","M","Near Mint","2.20","2.40","2.4900","1.5000","0","0","5.3000",""
"4738954","Magic","Kaldheim","Glorious Protector (Extended Art)","","335","R","Lightly Played Foil","0.65","","1.4900","0.5000","0","0","6.1700",""
"C-1998774","Magic","Kaldheim","Goldspan Dragon","Purplemana SKU: [XX-01281-54969]","139","M","Lightly Played","","","","","1","0","23.0000","https://static.tcgplayer.com/846B1717-58C2-4833-AF0B-303F3774DE83"
"4693132","Magic","Kaldheim","Halvar, God of Battle (Showcase)","","299","M","Near Mint","4.29","4.29","4.1900","3.2000","0","0","5.2000",""
"4693137","Magic","Kaldheim","Halvar, God of Battle (Showcase)","","299","M","Near Mint Foil","8.96","8.72","8.7100","7.7200","0","0","16.7500",""
"4731752","Magic","Kaldheim","In Search of Greatness (Extended Art)","","364","R","Near Mint","0.76","0.76","1.3400","0.3500","0","0","5.5000",""
"4731753","Magic","Kaldheim","In Search of Greatness (Extended Art)","","364","R","Lightly Played","0.59","","1.4900","0.5000","0","0","4.9400",""
"4724180","Magic","Kaldheim","Jorn, God of Winter (Showcase)","","317","R","Lightly Played Foil","0.48","","1.3500","0.3600","0","0","7.5000",""
"4716350","Magic","Kaldheim","Koma, Cosmos Serpent (Showcase)","","326","M","Near Mint","6.19","7.18","6.8400","5.3500","0","0","7.0000",""
"4716356","Magic","Kaldheim","Koma, Cosmos Serpent (Showcase)","","326","M","Lightly Played Foil","12.31","13.65","12.3100","12.3100","0","0","20.9000",""
"4739134","Magic","Kaldheim","Orvar, the All-Form (Showcase)","","305","M","Lightly Played Foil","15.26","","29.7000","29.7000","0","0","22.3800",""
"4715566","Magic","Kaldheim","Rise of the Dread Marn (Extended Art)","","354","R","Lightly Played Foil","0.96","","1.8800","0.8900","0","0","5.0000",""
"4714316","Magic","Kaldheim","Toralf, God of Fury","","154","M","Lightly Played Foil","1.68","","2.3700","1.3800","0","0","4.9600",""
"4724064","Magic","Kaldheim","Toralf, God of Fury (Showcase)","","313","M","Near Mint","1.76","2.50","1.9800","0.9900","0","0","5.5300",""
"4714005","Magic","Kaldheim","Tyvar Kell","","198","M","Near Mint Foil","3.94","3.94","4.4200","3.4200","0","0","5.6400",""
"4714006","Magic","Kaldheim","Tyvar Kell","","198","M","Lightly Played Foil","3.25","","3.9300","2.9400","0","0","6.2100",""
"4714110","Magic","Kaldheim","Tyvar Kell (Borderless)","","287","M","Near Mint","2.71","3.19","2.7800","1.7900","0","0","5.0000",""
"C-1998803","Magic","Kamigawa: Neon Dynasty","Isshin, Two Heavens as One (Showcase)","Purplemana SKU: [PL-01282-54895]","328","R","Near Mint","","","","","1","0","7.4800","https://static.tcgplayer.com/BE5AC490-502A-4339-81F1-AEBC5AE40F4D"
"C-2014330","Magic","Kamigawa: Neon Dynasty","The Wandering Emperor","Purplemana SKU: [XX-01269-54242]","42","M","Near Mint","","","","","1","0","29.9000","https://static.tcgplayer.com/263F3643-05AC-48F6-99D6-665A0E881075"
"C-2011427","Magic","Kamigawa: Neon Dynasty","The Wandering Emperor (Borderless)","Purplemana SKU: [AM-01313-56573]","303","M","Lightly Played","","","","","1","0","25.3000","https://static.tcgplayer.com/DC9240F6-70BB-4C5A-A40B-65D642479712"
"C-2011415","Magic","Khans of Tarkir","Polluted Delta","Purplemana SKU: [AM-01313-56620]","239","R","Lightly Played","","","","","1","0","63.2500","https://static.tcgplayer.com/B65D7791-7C80-44C2-9503-1149B0D0CB8F"
"C-1992363","Magic","Legends","Acid Rain","Purplemana SKU: [AP-03072022-4465]","","R","Lightly Played","","","","","1","0","136.8500","https://static.tcgplayer.com/D229C1C7-4195-4B95-A48D-E32DD3DC44DF"
"C-1992238","Magic","Legends","Acid Rain","Purplemana SKU: [AP-03072022-4466]","","R","Lightly Played","","","","","1","0","201.2500","https://static.tcgplayer.com/A3441456-A1B1-4D51-A566-F271C19EF9B5"
"C-2011395","Magic","Legends","Acid Rain","Purplemana SKU: [AP-03072022-4468]","","R","Lightly Played","","","","","1","0","136.8500","https://static.tcgplayer.com/18AD7144-DE17-4A53-B105-67959383C043"
"C-1992407","Magic","Legends","Acid Rain","Purplemana SKU: [AP-03072022-4467]","","R","Moderately Played","","","","","1","0","125.3500","https://static.tcgplayer.com/37CF7984-E9D1-4977-980F-DEAC0A84D016"
"C-1992234","Magic","Legends","Adun Oakenshield","Purplemana SKU: [AP-03072022-4469]","","R","Lightly Played","","","","","1","0","201.2500","https://static.tcgplayer.com/6F9D9B6A-31A5-4F64-87FE-933EAEC8F098"
"C-1992230","Magic","Legends","Adun Oakenshield","Purplemana SKU: [AP-03072022-4470]","","R","Lightly Played","","","","","1","0","205.8500","https://static.tcgplayer.com/CAF9017B-7416-45A9-A1D6-402DC9C83076"
"C-2011328","Magic","Legends","Adun Oakenshield","Purplemana SKU: [AP-03072022-4500]","","R","Moderately Played","","","","","1","0","149.5000","https://static.tcgplayer.com/1BF10A8E-EAFE-44DD-8F3D-A47661AA70C3"
"C-1948650","Magic","Legends","All Hallow's Eve","Purplemana SKU: [AP-03072022-4493]","","R","Heavily Played","","","","","1","0","499.0000","https://static.tcgplayer.com/CB7BF598-6CBE-48E2-87B7-12CAD497E54C"
"C-1973568","Magic","Legends","Angus Mackenzie","Purplemana SKU: [AP-03072022-4497]","","R","Moderately Played","","","","","1","0","299.0000","https://static.tcgplayer.com/5836085C-DCE2-484C-B938-677CAEBEDFAB"
"C-1973663","Magic","Legends","Angus Mackenzie","Purplemana SKU: [AP-03072022-4499]","","R","Moderately Played","","","","","1","0","329.0000","https://static.tcgplayer.com/BFE0AEB6-6E14-4C1A-AA1C-D8EADD6146B5"
"C-2013519","Magic","Legends","Bartel Runeaxe","Purplemana SKU: [AM-01313-56568]","","R","Heavily Played","","","","","1","0","28.7500","https://static.tcgplayer.com/9B4AE0E6-2B47-497D-B68E-967F09158026"
"C-1992327","Magic","Legends","Hellfire","Purplemana SKU: [AM-00987-20142]","","R","Lightly Played","","","","","1","0","171.3500","https://static.tcgplayer.com/300BC777-8FA0-4515-8397-ED5248F76FC9"
"C-1999142","Magic","Legends","In the Eye of Chaos","Purplemana SKU: [AM-00928-11762]","","R","Lightly Played","","","","","1","0","182.8500","https://static.tcgplayer.com/3E68D299-0AB7-4EEA-B889-EE3EE557E826"
"C-1998279","Magic","Legends","Jacques le Vert","Purplemana SKU: [XX-01287-54841]","","R","Lightly Played","","","","","1","0","46.0000","https://static.tcgplayer.com/DC95BCA1-65ED-4A80-A667-7E35EA51223C"
"C-1986065","Magic","Legends","Land Equilibrium","Purplemana SKU: [AM-00928-10578]","","R","Lightly Played","","","","","1","0","287.5000","https://static.tcgplayer.com/57FCDD7F-F01F-4DDC-BA73-861731499D75"
"C-1986092","Magic","Legends","Land Equilibrium","Purplemana SKU: [AM-00928-12754]","","R","Lightly Played","","","","","1","0","228.8500","https://static.tcgplayer.com/CA834CAC-B22D-4CB6-8763-4DAE6502F006"
"C-1973851","Magic","Legends","Land Equilibrium","Purplemana SKU: [WP-1109-20567]","","R","Lightly Played","","","","","1","0","239.0000","https://static.tcgplayer.com/D75F5F22-51FD-4FC6-92B2-B84B874346B5"
"C-1992228","Magic","Legends","Land Equilibrium","Purplemana SKU: [WP-1155-20566]","","R","Lightly Played","","","","","1","0","205.8500","https://static.tcgplayer.com/E8F8CAB3-06F2-455E-B02F-233037DD90EA"
"C-1924570","Magic","Legends","Legends - Booster Pack","Purplemana SKU: [AM-00976-20011]","","","Unopened","","","","","1","0","1035.0000","https://static.tcgplayer.com/49F26225-8D12-49A1-B40D-6373B6046BD5"
"C-1989269","Magic","Legends","Mana Drain","Purplemana SKU: [AM-00928-10350]","","U","Lightly Played","","","","","1","0","251.8500","https://static.tcgplayer.com/11C9BAAB-967E-428D-8BD6-B13576D4D961"
"C-1989269","Magic","Legends","Mana Drain","Purplemana SKU: [AM-00928-10350]","","U","Lightly Played","","","","","1","0","251.8500","https://static.tcgplayer.com/8897B076-677A-4909-8769-0EC9666EED51"
"C-1992349","Magic","Legends","Mana Drain","Purplemana SKU: [AM-00928-10348]","","U","Moderately Played","","","","","1","0","159.8500","https://static.tcgplayer.com/B53EAC0C-6B2A-4781-85EC-F6743890C58D"
"C-1992349","Magic","Legends","Mana Drain","Purplemana SKU: [AM-00928-10348]","","U","Moderately Played","","","","","1","0","159.8500","https://static.tcgplayer.com/47069D5B-FC59-420E-AFF8-3FD7A7B97294"
"C-2011319","Magic","Legends","Mana Drain","Purplemana SKU: [AM-00928-10352]","","U","Moderately Played","","","","","1","0","230.0000","https://static.tcgplayer.com/A71DFE12-24DA-4846-AE64-4181C4C4C352"
"C-1992420","Magic","Legends","Mana Matrix","Purplemana SKU: [AM-00928-10597]","","R","Lightly Played","","","","","1","0","102.3500","https://static.tcgplayer.com/A4FF30CE-C56C-4F24-8C8E-4C567E233F55"
"C-1992425","Magic","Legends","Mana Matrix","Purplemana SKU: [AM-00928-10598]","","R","Lightly Played","","","","","1","0","102.3500","https://static.tcgplayer.com/09248362-82C6-42DE-863A-4928DD308281"
"C-1998261","Magic","Legends","Mana Matrix","Purplemana SKU: [XX-01280-54864]","","R","Lightly Played","","","","","1","0","138.0000","https://static.tcgplayer.com/197FDD92-EFAF-4F20-8F8D-E46A275F7608"
"C-1992423","Magic","Legends","Mana Matrix","Purplemana SKU: [AM-00928-10596]","","R","Moderately Played","","","","","1","0","102.3500","https://static.tcgplayer.com/26201C19-85DE-485E-8A83-4587FE51A567"
"C-1992409","Magic","Legends","Mana Matrix","Purplemana SKU: [AM-00928-10830]","","R","Heavily Played","","","","","1","0","115.0000","https://static.tcgplayer.com/78CE7D6D-537D-44E5-AE05-EA773F940743"
"C-1978107","Magic","Legends","Moat","Purplemana SKU: [XX-01311-56509]","","R","Lightly Played","","","","","1","0","1125.8500","https://static.tcgplayer.com/8315E1A5-6886-442E-93CB-104D81A64034"
"C-1978104","Magic","Legends","Moat","Purplemana SKU: [XX-01311-56514]","","R","Lightly Played","","","","","1","0","1183.3500","https://static.tcgplayer.com/0C84C884-E988-462B-9135-AB2A0238370C"
"C-1992212","Magic","Legends","Moat","Purplemana SKU: [XX-01319-56909]","","R","Lightly Played","","","","","1","0","1263.8500","https://static.tcgplayer.com/9DD7BC22-6792-4D47-90AF-48F3A3CE12A9"
"C-1998277","Magic","Legends","Ragnar","Purplemana SKU: [XX-01287-54842]","","R","Lightly Played","","","","","1","0","46.0000","https://static.tcgplayer.com/8E314583-F4B7-4A1D-9031-E09E8C0D857A"
"C-1976526","Magic","Legends","Rasputin Dreamweaver","Purplemana SKU: [XX-01280-54959]","","R","Lightly Played","","","","","1","0","258.7500","https://static.tcgplayer.com/927D1A66-D5D4-439B-9C43-FFCD2A0D0487"
"C-2011412","Magic","Legends","Rohgahh of Kher Keep","Purplemana SKU: [WP-1150-24274]","","R","Moderately Played","","","","","1","0","86.2500","https://static.tcgplayer.com/CFFB0057-0345-450D-9F6E-4FEC0F908BE3"
"C-2014288","Magic","Legends","Spinal Villain","Purplemana SKU: [XX-01287-54846]","","R","Lightly Played","","","","","1","0","63.2500","https://static.tcgplayer.com/BBDC2FC7-197D-4602-974F-9C734E0C8076"
"C-1992322","Magic","Legends","Sylvan Library","Purplemana SKU: [AM-00928-10602]","","U","Lightly Played","","","","","1","0","182.8500","https://static.tcgplayer.com/2D786A60-B346-4439-A1B7-7C2EDB3388ED"
"C-1992233","Magic","Legends","Sylvan Library","Purplemana SKU: [AM-00928-10603]","","U","Lightly Played","","","","","1","0","201.2500","https://static.tcgplayer.com/B20C4A9C-2204-41D7-8626-AB5EA315F485"
"C-1992354","Magic","Legends","Sylvan Library","Purplemana SKU: [WP-1150-24308]","","U","Moderately Played","","","","","1","0","148.3500","https://static.tcgplayer.com/19F9465C-4432-4C98-9754-1CE5BC911E6C"
"C-1992354","Magic","Legends","Sylvan Library","Purplemana SKU: [WP-1150-24308]","","U","Moderately Played","","","","","1","0","148.3500","https://static.tcgplayer.com/424F808F-8DF2-4761-B646-DE1B336516E3"
"C-1998260","Magic","Legends","Sylvan Library","Purplemana SKU: [XX-01280-54871]","","U","Heavily Played","","","","","1","0","143.7500","https://static.tcgplayer.com/8C6FFB44-056A-450A-B4DF-7D17DD0B2A00"
"C-1998275","Magic","Legends","Telekinesis","Purplemana SKU: [XX-01319-56918]","","R","Lightly Played","","","","","1","0","51.7500","https://static.tcgplayer.com/614C2E5C-A8C8-48B5-B691-D92F6CCDC2B8"
"C-1998888","Magic","Legends","Telekinesis","Purplemana SKU: [XX-01319-56919]","","R","Lightly Played","","","","","1","0","57.5000","https://static.tcgplayer.com/62ADC517-2BCF-4A49-833E-958A222ECA4B"
"C-1998244","Magic","Legends","Telekinesis","Purplemana SKU: [XX-01319-56920]","","R","Lightly Played","","","","","1","0","51.7500","https://static.tcgplayer.com/FF7093F5-BF88-486E-876F-BB202CE336DC"
"C-1998281","Magic","Legends","Telekinesis","Purplemana SKU: [XX-01319-56921]","","R","Moderately Played","","","","","1","0","46.0000","https://static.tcgplayer.com/7ABB8F77-82B7-49FE-B4D8-219AB5D07586"
"C-1998259","Magic","Legends","Tetsuo Umezawa","Purplemana SKU: [XX-01280-54552]","","R","Lightly Played","","","","","1","0","172.4900","https://static.tcgplayer.com/1B91BD6D-CDFF-4C5D-BFBD-5617682B13D4"
"C-1913927","Magic","Legends","The Tabernacle at Pendrell Vale","Purplemana SKU: [AM-00957-17236]","","R","Lightly Played","","","","","1","0","3908.8500","https://static.tcgplayer.com/399E7165-9731-4792-9E5A-9B3E275A1819"
"C-1913929","Magic","Legends","The Tabernacle at Pendrell Vale","Purplemana SKU: [AM-00928-10419]","","R","Moderately Played","","","","","1","0","3793.8500","https://static.tcgplayer.com/C7994143-1FDB-4B32-8061-062E4FA8E3C8"
"366960","Magic","Legends","Underworld Dreams","","","U","Lightly Played","70.80","69.53","69.4900","69.4900","0","0","24.9900",""
"C-2011422","Magic","Legends","Xira Arien","Purplemana SKU: [AM-01313-56569]","","R","Moderately Played","","","","","1","0","43.7000","https://static.tcgplayer.com/ACF54F2C-AE2E-420B-BE9A-E0A6D964841E"
"C-2007036","Magic","Legions","Seedborn Muse","Purplemana SKU: [XX-01305-56247]","138","R","Moderately Played","","","","","1","0","172.5000","https://static.tcgplayer.com/6D0CB327-A5CA-46B6-8707-C62BEE65179F"
"C-2013438","Magic","Lorwyn","Ponder","Purplemana SKU: [AP-01308-56269]","79","C","Moderately Played","","","","","1","0","115.0000","https://static.tcgplayer.com/A89FAA14-17CD-43E0-AD28-F5CA50A48F55"
"C-2013433","Magic","Lorwyn","Ponder","Purplemana SKU: [AP-01308-56266]","79","C","Lightly Played Foil","","","","","1","0","143.7500","https://static.tcgplayer.com/8F412C54-766B-4627-B916-E8E580534DCA"
"C-2013388","Magic","Lorwyn","Ponder","Purplemana SKU: [AP-01308-56267]","79","C","Lightly Played Foil","","","","","1","0","126.5000","https://static.tcgplayer.com/06DF0CF2-C61D-482C-A249-CBCBB755CDFF"
"C-1998252","Magic","Lorwyn","Thoughtseize","Purplemana SKU: [XX-01304-56181]","145","R","Lightly Played","","","","","1","0","258.7500","https://static.tcgplayer.com/B4E4CD80-664A-43E9-BB89-0FEEA2B629F7"
"C-1998255","Magic","Lorwyn","Thoughtseize","Purplemana SKU: [XX-01304-56182]","145","R","Moderately Played","","","","","1","0","206.9900","https://static.tcgplayer.com/365B6FEA-4991-4DF6-AAE2-8BA44B542ECE"
"C-1998799","Magic","Magic 2010 (M10)","Hive Mind","Purplemana SKU: [XX-01269-54259]","54","R","Lightly Played","","","","","1","0","9.1200","https://static.tcgplayer.com/307BD5ED-24D9-48F7-AE48-57D87EDF7B91"
"C-2013413","Magic","Magic 2012 (M12)","Grand Abolisher","Purplemana SKU: [AM-01313-56617]","19","R","Lightly Played","","","","","1","0","28.7500","https://static.tcgplayer.com/E823DD46-066E-46A8-90FB-7C43C48AB9F1"
"C-1998801","Magic","Magic Origins","Day's Undoing","Purplemana SKU: [PL-01282-54635]","51","M","Lightly Played","","","","","1","0","8.0500","https://static.tcgplayer.com/F2445FE7-509A-4A15-AF66-A7C571399EC4"
"C-1998202","Magic","Magic Player Rewards","Wasteland","Purplemana SKU: [AP-032022-8592]","","P","Lightly Played Foil","","","","","1","0","345.0000","https://static.tcgplayer.com/36010D94-209F-4B98-8E6E-8FB496B924E4"
"C-2014410","Magic","Magic Player Rewards","Wrath of God","Purplemana SKU: [AM-01313-56547]","","P","Moderately Played Foil","","","","","1","0","20.7000","https://static.tcgplayer.com/D32C4A55-BCE0-4C1E-9A96-47CF1430F62E"
"C-2013430","Magic","Masterpiece Series: Kaladesh Inventions","Engineered Explosives","Purplemana SKU: [XX-01280-54877]","36","M","Lightly Played Foil","","","","","1","0","149.5000","https://static.tcgplayer.com/4D19B220-382A-4E75-922F-F326C899BBC7"
"C-1976268","Magic","Masterpiece Series: Kaladesh Inventions","Mana Vault","Purplemana SKU: [AM-00991-20351]","17","M","Near Mint Foil","","","","","1","0","517.5000","https://static.tcgplayer.com/B6C67C22-03B1-4475-9252-FFE626DC99B2"
"C-1973498","Magic","Media Promos","SDCC 2018 EXCLUSIVE Planeswalker Set","Purplemana SKU: [XX-01254-52502]","","","Unopened","","","","","1","0","517.5000","https://static.tcgplayer.com/4CD0B3FB-B81E-425A-BBB1-DFEC47F8CDEA"
"C-1998809","Magic","Mercadian Masques","Black Market","Purplemana SKU: [PL-01282-54904]","116","R","Lightly Played","","","","","1","0","6.9000","https://static.tcgplayer.com/A56B6EF3-588D-4306-AC6E-E3F6CC5BA251"
"C-1973848","Magic","Mercadian Masques","Food Chain","Purplemana SKU: [AM-00928-12758]","246","R","Lightly Played","","","","","1","0","322.0000","https://static.tcgplayer.com/803B48E3-1FE1-4550-AEBF-AE287D8CBB3C"
"C-1976287","Magic","Mercadian Masques","Food Chain","Purplemana SKU: [AM-00954-17030]","246","R","Moderately Played","","","","","1","0","344.6400","https://static.tcgplayer.com/668E1A8A-C6CB-4698-8B1B-7C6E9622C816"
"C-1998295","Magic","Mercadian Masques","Tower of the Magistrate","Purplemana SKU: [XX-01271-54336]","330","R","Lightly Played","","","","","1","0","28.7500","https://static.tcgplayer.com/B4C1E081-53CB-4DB6-9260-327D0EB0FE0B"
"C-2011426","Magic","Mirage","Shallow Grave","Purplemana SKU: [AM-01313-56504]","","R","Lightly Played","","","","","1","0","29.9000","https://static.tcgplayer.com/9379C3DD-D5F4-44BC-A3E0-4D491AF9A113"
"C-2014367","Magic","Mirrodin Besieged","Consecrated Sphinx","Purplemana SKU: [AM-01313-56571]","","M","Moderately Played","","","","","1","0","21.8500","https://static.tcgplayer.com/E64BD7A6-E49E-48B1-9C02-AB04735C06D6"
"C-2011402","Magic","Modern Horizons","Force of Negation","Purplemana SKU: [SL-012622-08]","52","R","Lightly Played","","","","","1","0","132.2500","https://static.tcgplayer.com/EC81E6D6-C455-43D8-8D54-23517D3DEB3C"
"C-2013523","Magic","Modern Horizons","Prismatic Vista","Purplemana SKU: [XX-01305-56241]","244","R","Near Mint","","","","","1","0","25.3000","https://static.tcgplayer.com/7EFD64FA-25AC-45C0-A871-65B655181C01"
"C-2014382","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56541]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/A5340173-37F7-404B-B619-B8409D199CE7"
"C-2014377","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56548]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/36E52BB5-8388-4230-92FE-9F5128AA3C44"
"C-2014391","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56549]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/484A6502-2E9A-4A21-9B0D-C396130A0A8F"
"C-2014374","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56550]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/8A0CB949-1DD1-4EE4-84D1-861B0A1B4286"
"C-2014371","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56551]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/CE25CA3D-A346-47BB-8311-36237C45F88E"
"C-2014386","Magic","Modern Horizons","Sunbaked Canyon","Purplemana SKU: [AM-01313-56552]","247","R","Near Mint","","","","","1","0","21.8500","https://static.tcgplayer.com/2C5596FE-5484-492B-AA92-8197C7C6E806"
"C-2014408","Magic","Modern Horizons","Sword of Truth and Justice (Retro Frame)","Purplemana SKU: [AM-01313-56520]","32","M","Near Mint Foil","","","","","1","0","20.7000","https://static.tcgplayer.com/4B72E4DB-6047-40D6-B960-9DAD2BE25C2E"
"C-1998891","Magic","Modern Horizons","Urza, Lord High Artificer","Purplemana SKU: [AM-01313-56630]","75","M","Lightly Played","","","","","1","0","51.7500","https://static.tcgplayer.com/4700A29D-05DB-4150-B397-22939B56F581"
"C-1998893","Magic","Modern Horizons","Urza, Lord High Artificer","Purplemana SKU: [AM-01313-56631]","75","M","Lightly Played","","","","","1","0","51.7500","https://static.tcgplayer.com/2A393090-0B67-465C-99C4-41ECCFBCC5D4"
"C-1998947","Magic","Modern Horizons","Wrenn and Six","Purplemana SKU: [XX-01006-21844]","217","M","Lightly Played","","","","","1","0","230.0000","https://static.tcgplayer.com/70BD426F-87D6-437C-AC23-2581AAAAB960"
"C-2014406","Magic","Modern Horizons 2","Cabal Coffers","Purplemana SKU: [XX-01271-54321]","301","M","Near Mint","","","","","1","0","20.7000","https://static.tcgplayer.com/6480EB17-3137-4C40-A657-BC225E86142D"
"C-1998285","Magic","Modern Horizons 2","Endurance","Purplemana SKU: [XX-01281-54966]","157","M","Near Mint","","","","","1","0","45.9900","https://static.tcgplayer.com/5E99BEF4-F77B-41F9-B793-2E9E92B80040"
"C-2013507","Magic","Modern Horizons 2","Endurance","Purplemana SKU: [XX-01281-54967]","157","M","Lightly Played","","","","","1","0","34.5000","https://static.tcgplayer.com/5A6107AF-0760-4EC0-84A7-F5B8A5925EF4"
"C-2013526","Magic","Modern Horizons 2","Misty Rainforest","Purplemana SKU: [XX-01271-54311]","250","R","Near Mint","","","","","1","0","25.3000","https://static.tcgplayer.com/FADD2AD0-FFE3-408F-AA49-5EBEA8A4800B"
