TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"C-1976497","Magic","Beta Edition","Underground Sea","Purplemana SKU: [AP-01308-56264]","","R","Moderately Played","","","","","1","0","6668.8500","https://static.tcgplayer.com/49EB8B36-5589-46B5-8006-02CA6EE537B6"
"C-1915034","Magic","Beta Edition","Vesuvan Doppelganger","Purplemana SKU: [AM-00928-11717]","","R","Lightly Played","","","","","1","0","1523.7500","https://static.tcgplayer.com/7BC4239A-4663-44A9-962E-B29927D27707"
"C-1916275","Magic","Beta Edition","Vesuvan Doppelganger","Purplemana SKU: [AM-00985-20114]","","R","Moderately Played","","","","","1","0","979.0000","https://static.tcgplayer.com/0BF82E2D-6127-433B-AFBC-0069FEF057BD"
"C-1973557","Magic","Beta Edition","Veteran Bodyguard","Purplemana SKU: [CW-00962-19490]","","R","Lightly Played","","","","","1","0","199.0000","https://static.tcgplayer.com/B76796F8-A8C2-48FB-99AC-11DD2AF317C6"
"C-1992325","Magic","Beta Edition","Volcanic Eruption","Purplemana SKU: [JL-032522-8214]","","R","Lightly Played","","","","","1","0","171.3500","https://static.tcgplayer.com/0AD1F5EC-DDB6-454F-AFBA-96D959358628"
"C-1992239","Magic","Beta Edition","Warp Artifact","Purplemana SKU: [JL-032522-8213]","","R","Moderately Played","","","","","1","0","194.3500","https://static.tcgplayer.com/AA96E2B0-04E4-42D0-93D2-7EF09498D24A"
"C-1998140","Magic","Beta Edition","Weakness","Purplemana SKU: [PM-L3276-55592]","","C","Moderately Played","","","","","1","0","8.0500","https://static.tcgplayer.com/8B567667-F680-4FF8-AF7C-35244DAF2693"
"C-1998145","Magic","Beta Edition","Weakness","Purplemana SKU: [PM-L3276-55591]","","C","Heavily Played","","","","","1","0","5.7500","https://static.tcgplayer.com/5B1B461F-007B-427B-B19C-95A2858A11CE"
"C-1914842","Magic","Beta Edition","Wheel of Fortune","Purplemana SKU: [AM-00985-20110]","","R","Moderately Played","","","","","1","0","2689.8500","https://static.tcgplayer.com/5B430E70-9841-4B1B-AEFE-232738E42053"
"C-1927261","Magic","Beta Edition","Will-o'-the-Wisp","Purplemana SKU: [XX-01181-28599]","","R","Moderately Played","","","","","1","0","822.2500","https://static.tcgplayer.com/1DCD9D51-2067-4240-8E59-2079D8018A95"
"C-1936340","Magic","Beta Edition","Word of Command","Purplemana SKU: [WP-1134-20394]","","R","Moderately Played","","","","","1","0","549.0000","https://static.tcgplayer.com/AA7662B1-9EB4-4526-B355-EAEE7DEC7D7D"
"C-1915066","Magic","Beta Edition","Wrath of God","Purplemana SKU: [CW-01165-21863]","","R","Moderately Played","","","","","1","0","1330.5500","https://static.tcgplayer.com/B4BEBB5F-655C-4312-B664-01CDE43F5C27"
"C-1924168","Magic","Beta Edition","Wrath of God","Purplemana SKU: [CW-041522-12716]","","R","Heavily Played","","","","","1","0","776.2500","https://static.tcgplayer.com/1778DFAE-AD66-4A93-9AEB-5803E9C5B2EA"
"C-1924164","Magic","Beta Edition","Wrath of God","Purplemana SKU: [XX-01164-24636]","","R","Heavily Played","","","","","1","0","799.0000","https://static.tcgplayer.com/015E4D69-2C60-4049-96AA-6E33F53232D1"
"C-1973036","Magic","Beta Edition","Zombie Master","Purplemana SKU: [JL-032522-8208]","","R","Lightly Played","","","","","1","0","399.0000","https://static.tcgplayer.com/974ADABD-450A-4AEF-9368-77200303938A"
"C-1973032","Magic","Beta Edition","Zombie Master","Purplemana SKU: [XX-00961-19302]","","R","Lightly Played","","","","","1","0","429.0000","https://static.tcgplayer.com/B0BCEBC7-EBE6-49C0-B8B0-978F18064180"
"C-2011423","Magic","Coldsnap","Rite of Flame","Purplemana SKU: [AM-01313-56572]","96","C","Lightly Played","","","","","1","0","40.2500","https://static.tcgplayer.com/DDE256CA-10DC-497D-9FFE-5CB49A76BBB1"
"C-1992426","Magic","Collector's Edition","Demonic Tutor (CE)","Purplemana SKU: [AP-01309-56325]","","U","Lightly Played","","","","","1","0","92.0000","https://static.tcgplayer.com/7133834E-2A3F-4007-B388-A9DDC8D381FA"
"C-1992428","Magic","Collector's Edition","Demonic Tutor (CE)","Purplemana SKU: [AP-01309-56326]","","U","Lightly Played","","","","","1","0","92.0000","https://static.tcgplayer.com/BD26C013-EC7E-40BB-9726-ADED906678D7"
"C-1976281","Magic","Collector's Edition","Gauntlet of Might (CE)","Purplemana SKU: [XX-01231-28991]","","R","Near Mint","","","","","1","0","373.7500","https://static.tcgplayer.com/87A54C85-FD55-44E1-994C-FF013F5B21AE"
"C-1978110","Magic","Collector's Edition","Gauntlet of Might (CE)","Purplemana SKU: [PB-01256-8764]","","R","Lightly Played","","","","","1","0","290.9500","https://static.tcgplayer.com/F6405422-7C62-4231-AE2E-D3405B5F8C49"
"C-1999157","Magic","Collector's Edition","Sengir Vampire (CE)","Purplemana SKU: [PB-01256-8895]","","U","Lightly Played","","","","","1","0","23.0000","https://static.tcgplayer.com/79E3B5A2-1DAE-4E3E-99FF-9F56B665BDC3"
"C-1992225","Magic","Collector's Edition","Shivan Dragon (CE)","Purplemana SKU: [XX-01231-28998]","","R","Near Mint","","","","","1","0","206.3100","https://static.tcgplayer.com/C4065538-3E46-4C33-93EB-75D25D8259FC"
"C-1992223","Magic","Collector's Edition","Taiga (CE)","Purplemana SKU: [PB-01256-8918]","","R","Moderately Played","","","","","1","0","258.7500","https://static.tcgplayer.com/2053111C-102E-4E19-B83B-5EEBCB547468"
"C-1973662","Magic","Collector's Edition","Time Vault (CE)","Purplemana SKU: [PB-01256-8925]","","R","Lightly Played","","","","","1","0","319.0000","https://static.tcgplayer.com/BBC7DFEF-17D2-4E0A-8ECB-39E9B68347CA"
"2836770","Magic","Collector's Edition","Time Vault (CE)","","","R","Heavily Played","","","","","0","0","399.0000",""
"C-1989252","Magic","Collector's Edition","Timetwister (CE)","Purplemana SKU: [PM-L3276-55606]","","R","Lightly Played","","","","","1","0","1437.5000","https://static.tcgplayer.com/495AEAB1-51C3-4774-B12A-34A843E4FE2C"
"C-1989252","Magic","Collector's Edition","Timetwister (CE)","Purplemana SKU: [PM-L3276-55606]","","R","Lightly Played","","","","","1","0","1437.5000","https://static.tcgplayer.com/17AFCAB2-FDD5-4DDB-AE6A-DBD42E3936D2"
"C-1998160","Magic","Collector's Edition","Timetwister (CE)","Purplemana SKU: [PM-L3276-55607]","","R","Moderately Played","","","","","1","0","1495.0000","https://static.tcgplayer.com/816B58D2-6C06-4F87-BBA9-7E7D2D5730C2"
"C-1976290","Magic","Collector's Edition","Wheel of Fortune (CE)","Purplemana SKU: [XX-01231-28985]","","R","Near Mint","","","","","1","0","330.1000","https://static.tcgplayer.com/AC18329E-A5D1-4B3C-8556-72D7844E8FC3"
"C-1973847","Magic","Collector's Edition","Wheel of Fortune (CE)","Purplemana SKU: [PB-01256-8959]","","R","Lightly Played","","","","","1","0","322.8300","https://static.tcgplayer.com/D7235F69-514B-4C41-8B2D-250C2E2B15D8"
"C-2013520","Magic","Commander 2014","Jet Medallion","Purplemana SKU: [XX-01271-54343]","243","R","Lightly Played","","","","","1","0","28.7400","https://static.tcgplayer.com/1D103BEB-7E7D-4549-BA6D-F800BA26472E"
"C-1998269","Magic","Commander 2017","Edgar Markov","Purplemana SKU: [XX-01281-54964]","36","M","Lightly Played Foil","","","","","1","0","80.4900","https://static.tcgplayer.com/8942A3D2-B32F-4E0B-A791-8884798BBE18"
"C-1998894","Magic","Commander 2019","Dockside Extortionist","Purplemana SKU: [AM-01313-56622]","24","R","Lightly Played","","","","","1","0","51.7500","https://static.tcgplayer.com/FEA3DC06-B849-4AE6-A1C5-1934D94DB20A"
"4657274","Magic","Commander Legends","Akroma, Vision of Ixidor","","2","M","Near Mint Foil","5.60","","5.7000","4.7000","0","0","4.7500",""
"4647776","Magic","Commander Legends","Apex Devastator","","217","M","Near Mint","9.94","11.81","9.6400","9.6400","0","0","9.9400",""
"C-1998778","Magic","Commander Legends","Apex Devastator","Purplemana SKU: [XX-01269-54254]","217","M","Near Mint","","","","","1","0","14.9500","https://static.tcgplayer.com/B1BCCE56-DC24-4CED-B36B-90319FBB9902"
"4652508","Magic","Commander Legends","Archon of Coronation (Extended Art)","","616","M","Near Mint Foil","3.04","","3.6800","2.6900","0","0","5.7500",""
"4652509","Magic","Commander Legends","Archon of Coronation (Extended Art)","","616","M","Lightly Played Foil","3.96","","4.1900","3.2000","0","0","5.7500",""
"4536735","Magic","Commander Legends","Command Tower (Extended Art)","","705","C","Near Mint Foil","26.90","","24.9800","24.9800","0","0","23.9900",""
"C-1932318","Magic","Commander Legends","Commander Legends - Collector Booster Display","Purplemana SKU: [AM-00940-16667]","","","Unopened","","","","","1","0","776.2500","https://static.tcgplayer.com/10F98150-4FD3-47FB-B009-44913A1A5C49"
"C-1932317","Magic","Commander Legends","Commander Legends - Collector Booster Display","Purplemana SKU: [AM-00940-16668]","","","Unopened","","","","","1","0","776.2500","https://static.tcgplayer.com/B344A954-6CB5-4226-8720-168FA2998537"
"4658244","Magic","Commander Legends","Commander's Plate","","305","M","Near Mint","16.08","16.08","14.9500","13.9600","0","0","7.9900",""
"4658604","Magic","Commander Legends","Counterspell (Extended Art)","","632","C","Near Mint Foil","5.16","5.96","5.2300","4.2400","0","0","3.9900",""
"4652588","Magic","Commander Legends","Court of Ambition (Extended Art)","","645","R","Near Mint Foil","6.60","6.60","6.6000","6.6000","0","0","6.7800",""
"4647686","Magic","Commander Legends","Court of Bounty","","220","R","Near Mint","0.53","0.58","1.2100","0.2200","0","0","2.4100",""
"4647691","Magic","Commander Legends","Court of Bounty","","220","R","Near Mint Foil","1.03","0.94","1.6800","0.6900","0","0","3.3200",""
"4655858","Magic","Commander Legends","Hullbreacher","","74","R","Near Mint","1.04","1.03","1.5800","0.5900","0","0","22.9900",""
"4640336","Magic","Commander Legends","Jeweled Lotus","","319","M","Near Mint","99.11","103.12","90.9900","90.0000","0","0","71.9900",""
"C-1998884","Magic","Commander Legends","Jeweled Lotus","Purplemana SKU: [AM-01313-56628]","319","M","Near Mint","","","","","1","0","109.2500","https://static.tcgplayer.com/58F5A369-AEC9-4F8E-AF6D-1E93CF86A22B"
"4631270","Magic","Commander Legends","Kamahl, Heart of Krosa (Foil Etched)","","581","M","Near Mint Foil","4.86","4.97","4.4800","3.4900","0","0","5.0100",""
"4652458","Magic","Commander Legends","Karametra, God of Harvests (Foil Etched)","","522","M","Near Mint Foil","3.06","2.97","3.5500","2.5600","0","0","5.0000",""
"4644121","Magic","Commander Legends","Najeela, the Blade-Blossom (Foil Etched)","","514","M","Near Mint Foil","11.98","13.86","11.6500","10.6600","0","0","5.9400",""
"4633000","Magic","Commander Legends","Nekusar, the Mindrazer (Foil Etched)","","529","M","Near Mint Foil","7.04","6.56","5.9900","5.0000","0","0","3.2500",""
"4629094","Magic","Commander Legends","Opposition Agent","","141","R","Near Mint","11.62","11.80","11.4900","10.5000","0","0","15.5000",""
"4645036","Magic","Commander Legends","Promise of Tomorrow (Extended Art)","","622","R","Near Mint Foil","0.96","1.30","1.6700","0.6800","0","0","5.5000",""
"4648091","Magic","Commander Legends","Ravos, Soultender (Foil Etched)","","533","M","Near Mint Foil","8.41","7.68","6.8800","6.8800","0","0","3.5000",""
"4535830","Magic","Commander Legends","Rejuvenating Springs","","354","R","Near Mint","6.96","7.45","6.3900","5.3000","0","0","6.9900",""
"4650071","Magic","Commander Legends","Reshape the Earth","","249","M","Near Mint Foil","4.93","8.33","5.4800","4.4900","0","0","4.5000",""
"4645301","Magic","Commander Legends","Rings of Brighthearth","","335","R","Near Mint Foil","4.01","3.99","4.3600","3.3700","0","0","5.5000",""
"4645386","Magic","Commander Legends","Rings of Brighthearth (Extended Art)","","698","R","Near Mint","7.33","6.95","6.3600","6.3600","0","0","7.9800",""
"4535470","Magic","Commander Legends","Spectator Seating","","356","R","Near Mint","6.31","6.45","6.3300","6.3300","0","0","5.5000",""
"4626130","Magic","Commander Legends","Sphinx of the Second Sun (Extended Art)","","643","M","Near Mint","5.29","6.87","5.4400","5.4400","0","0","4.5000",""
"4640916","Magic","Commander Legends","Staff of Domination","","343","R","Near Mint","2.18","2.21","2.6700","1.6800","0","0","4.1900",""
"4640921","Magic","Commander Legends","Staff of Domination","","343","R","Near Mint Foil","4.67","3.83","3.7400","2.7500","0","0","3.9900",""
"4641021","Magic","Commander Legends","Staff of Domination (Extended Art)","","701","R","Near Mint Foil","10.51","10.51","7.4700","6.4800","0","0","15.9900",""
"4648896","Magic","Commander Legends","Swiftfoot Boots (Extended Art)","","702","U","Near Mint Foil","7.58","6.99","6.9900","6.9900","0","0","2.7500",""
"4645251","Magic","Commander Legends","Thrasios, Triton Hero (Foil Etched)","","538","M","Near Mint Foil","17.26","17.81","15.4900","15.4900","0","0","20.9900",""
"4536280","Magic","Commander Legends","Training Center","","358","R","Near Mint","9.60","9.99","8.4200","7.6400","0","0","6.9900",""
"4536285","Magic","Commander Legends","Training Center","","358","R","Near Mint Foil","10.76","14.85","9.8700","9.8700","0","0","6.5000",""
"4536550","Magic","Commander Legends","Training Center (Extended Art)","","713","R","Near Mint","15.10","16.95","14.9800","14.9800","0","0","6.5000",""
"4644761","Magic","Commander Legends","Tymna the Weaver (Foil Etched)","","539","M","Near Mint Foil","33.50","35.75","33.2500","33.2500","0","0","16.1900",""
"4536370","Magic","Commander Legends","Undergrowth Stadium","","359","R","Near Mint","5.92","6.28","5.2400","4.2500","0","0","5.7100",""
"4536580","Magic","Commander Legends","Undergrowth Stadium (Extended Art)","","714","R","Near Mint","14.80","14.69","14.4900","14.4900","0","0","8.0000",""
"C-1998272","Magic","Commander Legends","Vampiric Tutor","Purplemana SKU: [XX-01281-54951]","156","M","Near Mint","","","","","1","0","58.3700","https://static.tcgplayer.com/E7C06DED-E607-4BFA-922B-F60FBF6B7FC2"
"C-1999154","Magic","Commander Legends","Vampiric Tutor","Purplemana SKU: [XX-01281-54952]","156","M","Near Mint","","","","","1","0","58.3700","https://static.tcgplayer.com/CB22DA4C-15F0-46BA-89C8-3AA24160CA90"
"4535560","Magic","Commander Legends","Vault of Champions","","360","R","Near Mint","7.27","8.38","7.9800","7.9800","0","0","5.9900",""
"4536610","Magic","Commander Legends","Vault of Champions (Extended Art)","","715","R","Near Mint","18.15","21.90","14.9900","14.9900","0","0","6.5000",""
"4626620","Magic","Commander Legends","Xenagos, God of Revels (Foil Etched)","","541","M","Near Mint Foil","11.06","10.39","10.3600","10.3600","0","0","4.9900",""
"4639931","Magic","Commander Legends","Zur the Enchanter (Foil Etched)","","544","M","Near Mint Foil","2.63","2.93","2.5800","1.5900","0","0","3.5000",""
"C-1998290","Magic","Commander's Arsenal","Loyal Retainers","Purplemana SKU: [XX-01305-56254]","","U","Lightly Played Foil","","","","","1","0","40.2500","https://static.tcgplayer.com/E7453ADC-1597-4D51-8337-3784C3ABD50E"
"4775466","Magic","Commander: Kaldheim","Lathril, Blade of the Elves","","1","M","Near Mint","4.16","4.25","4.5100","3.5200","0","0","5.6400",""
"C-1998790","Magic","Commander: Kamigawa: Neon Dynasty","Yoshimaru, Ever Faithful","Purplemana SKU: [PL-01282-54626]","32","M","Near Mint","","","","","1","0","13.8000","https://static.tcgplayer.com/C59DEDC4-E85B-4EA3-80F9-C9E38A25B16E"
"C-1998126","Magic","Conspiracy","Scourge of the Throne","Purplemana SKU: [XX-01281-54958]","35","M","Lightly Played","","","","","1","0","17.2500","https://static.tcgplayer.com/DEA955BD-84AB-41DA-8948-CC101F876DF3"
"C-1998805","Magic","Core Set 2019","Lathliss, Dragon Queen","Purplemana SKU: [XX-01269-54256]","149","R","Lightly Played","","","","","1","0","7.4800","https://static.tcgplayer.com/20A99BAD-1601-4CC2-B4A9-5F506FE1E4CF"
"C-2013416","Magic","Dissension","Hallowed Fountain","Purplemana SKU: [AM-01313-56534]","174","R","Moderately Played","","","","","1","0","26.4500","https://static.tcgplayer.com/0E6DB961-630F-4528-8B77-CCE507B229BB"
"C-1998806","Magic","Dominaria United","Jodah, the Unifier (Showcase)","Purplemana SKU: [PL-01282-54301]","302","M","Near Mint","","","","","1","0","6.9000","https://static.tcgplayer.com/B2D6839C-A3BE-47F0-B475-8A0BDF6F80BE"
"C-1998814","Magic","Dominaria United","Leaf-Crowned Visionary","Purplemana SKU: [PL-01282-54902]","167","R","Near Mint","","","","","1","0","6.3300","https://static.tcgplayer.com/FAC95E95-EAA4-4C62-9DDB-4EBC2A500DAD"
"C-1998857","Magic","Dominaria United","Soul of Windgrace","Purplemana SKU: [PL-01282-54936]","220","M","Near Mint","","","","","1","0","5.7500","https://static.tcgplayer.com/515A71AF-6B08-4902-8CA8-7B544BAD4B8D"
"C-1998280","Magic","Double Masters","Exploration (Borderless)","Purplemana SKU: [XX-01281-54954]","351","R","Near Mint","","","","","1","0","46.0000","https://static.tcgplayer.com/01DED880-2503-4A32-B7DB-5A80FCABB83C"
"C-1998243","Magic","Double Masters 2022","Cavern of Souls","Purplemana SKU: [XX-01305-56233]","320","M","Lightly Played","","","","","1","0","57.4900","https://static.tcgplayer.com/3847FBCE-6C0F-4A1D-8935-A43C65C0B216"
"C-1998292","Magic","Double Masters 2022","Mana Drain","Purplemana SKU: [XX-01269-54260]","57","M","Near Mint","","","","","1","0","40.2400","https://static.tcgplayer.com/82F00BB0-1164-4596-9EB2-C01E500D7D16"
"C-1998296","Magic","Double Masters 2022","Phyrexian Altar","Purplemana SKU: [AM-01313-56554]","311","R","Near Mint","","","","","1","0","26.4400","https://static.tcgplayer.com/C294F299-15A8-40EC-B929-02E93F021E47"
"C-2013516","Magic","Double Masters 2022","Sensei's Divining Top (Borderless)","Purplemana SKU: [PL-01282-54296]","398","R","Near Mint","","","","","1","0","34.5000","https://static.tcgplayer.com/A9E99209-4910-4012-9357-4257D60EE2FF"
"C-1998121","Magic","Duel Decks: Anthology","Demonic Tutor","Purplemana SKU: [AP-01309-56318]","","U","Lightly Played","","","","","1","0","43.7000","https://static.tcgplayer.com/D6F67DDD-9836-46DA-82D8-E285F56938F1"
"C-1997321","Magic","Duel Decks: Divine vs. Demonic","Demonic Tutor","Purplemana SKU: [AP-01309-56319]","","U","Lightly Played","","","","","1","0","43.7000","https://static.tcgplayer.com/131E2FAC-FC08-4761-BFDD-342F0899804E"
"C-1999071","Magic","Eternal Masters","Mana Crypt","Purplemana SKU: [XX-01171-26691]","225","M","Near Mint","","","","","1","0","201.2500","https://static.tcgplayer.com/4D194BE4-6BB9-4455-B5CC-6983E436C24B"
"C-2014287","Magic","Eternal Masters","Sylvan Library","Purplemana SKU: [AM-01313-56626]","187","R","Near Mint Foil","","","","","1","0","68.9900","https://static.tcgplayer.com/6791830D-9913-44D4-AE4C-EFB2D650D651"
"C-2014298","Magic","Eternal Masters","Sylvan Library","Purplemana SKU: [AM-01313-56626]","187","R","Near Mint Foil","","","","","1","0","68.9900","https://static.tcgplayer.com/16C910BC-7BC8-43E6-9258-3290313939E3"
"367146","Magic","Exodus","City of Traitors","","","R","Lightly Played","212.22","","218.9900","218.0000","0","0","142.8500",""
"C-1976518","Magic","Exodus","City of Traitors","Purplemana SKU: [AP-03072022-4538]","","R","Lightly Played","","","","","1","0","239.0000","https://static.tcgplayer.com/35B4E246-EE74-47AA-8AD6-21FAE37C231A"
"C-1986079","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1139-20155]","","R","Lightly Played","","","","","1","0","251.8500","https://static.tcgplayer.com/E3FDCB98-E0CB-4313-B6C0-402EEB3CFF82"
"C-1989278","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1139-20339]","","R","Lightly Played","","","","","1","0","228.8500","https://static.tcgplayer.com/623BC947-48BA-49CC-8833-70E9108B5A3C"
"C-1989278","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1139-20339]","","R","Lightly Played","","","","","1","0","228.8500","https://static.tcgplayer.com/6E37750F-9CDD-4767-9401-19F2C275164B"
"C-1992222","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1154-20337]","","R","Lightly Played","","","","","1","0","276.0000","https://static.tcgplayer.com/4EA18C41-79F5-40E1-BC7B-B74D8262E5BE"
"C-1989272","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1154-20338]","","R","Lightly Played","","","","","1","0","240.3500","https://static.tcgplayer.com/F3888462-FFD1-476A-A568-588A9EC7BF74"
"C-1989272","Magic","Exodus","City of Traitors","Purplemana SKU: [WP-1154-20338]","","R","Lightly Played","","","","","1","0","240.3500","https://static.tcgplayer.com/78941215-0153-45BA-AAA9-55013FF2B2E8"
"C-1998149","Magic","Fifth Edition","Urza's Bauble","Purplemana SKU: [PM-L3276-55593]","","U","Lightly Played","","","","","1","0","5.7500","https://static.tcgplayer.com/C6E3A32E-C61D-40A6-B366-23C65BC1E9A6"
"C-2013503","Magic","Fourth Edition","Mana Vault","Purplemana SKU: [AM-01313-56584]","352","R","Moderately Played","","","","","1","0","43.7000","https://static.tcgplayer.com/3A11D053-F918-43BF-9E05-A8CDC58C1C01"
"C-1999151","Magic","From the Vault: Angels","From the Vault: Angels - Box Set","Purplemana SKU: [AM-00968-19586]","","","Unopened","","","","","1","0","102.3500","https://static.tcgplayer.com/6591CDB9-11E1-42DB-8AD4-6CC2BA60782B"
"C-1976278","Magic","From the Vault: Exiled","From the Vault: Exiled - Box Set","Purplemana SKU: [AM-00968-19592]","","","Unopened","","","","","1","0","460.0000","https://static.tcgplayer.com/FDB240D0-E3C7-4FF4-8659-354F7DB85927"
"C-1999149","Magic","From the Vault: Transform","From the Vault: Transform - Box Set","Purplemana SKU: [AM-00968-19587]","","","Unopened","","","","","1","0","143.7500","https://static.tcgplayer.com/7D32E61A-ADB8-438A-909B-30F5A53116F4"
"C-1915024","Magic","Future Sight","Future Sight - Booster Box","Purplemana SKU: [AM-00972-19699]","","","Unopened","","","","","1","0","2300.0000","https://static.tcgplayer.com/637CCD57-06E4-4B6B-A32D-0BF3DCCBFAAE"
"C-1998876","Magic","Future Sight","Horizon Canopy","Purplemana SKU: [AM-01313-56634]","177","R","Lightly Played","","","","","1","0","161.0000","https://static.tcgplayer.com/0A0C2C95-DC1B-4DF5-8881-21C79581BC0A"
"C-1998881","Magic","Future Sight","Horizon Canopy","Purplemana SKU: [AM-01313-56635]","177","R","Lightly Played","","","","","1","0","149.5000","https://static.tcgplayer.com/E469CEF3-0339-46CF-B1E6-35ADA94EC85F"
"C-1998879","Magic","Future Sight","Horizon Canopy","Purplemana SKU: [AM-01313-56636]","177","R","Lightly Played","","","","","1","0","149.5000","https://static.tcgplayer.com/0D3E635B-48D3-4242-A637-00F3693D8FF7"
"C-1998223","Magic","Future Sight","Horizon Canopy","Purplemana SKU: [AM-01313-56637]","177","R","Lightly Played","","","","","1","0","149.5000","https://static.tcgplayer.com/A26BFAEC-4841-4C0E-ABA5-2585F50D7385"
"C-1998205","Magic","Guildpact","Steam Vents","Purplemana SKU: [XX-01304-56187]","164","R","Lightly Played","","","","","1","0","333.5000","https://static.tcgplayer.com/85955FFA-BF94-4FEF-B250-FE2AA8F908F2"
"C-1973021","Magic","Guru Lands","Plains - Guru","Purplemana SKU: [XX-01280-54882]","4","P","Heavily Played","","","","","1","0","546.2500","https://static.tcgplayer.com/ED4FF784-26BB-44DD-969D-758BA3386A13"
"C-1998137","Magic","Ice Age","Altar of Bone","Purplemana SKU: [XX-01319-57475]","359","R","Lightly Played","","","","","1","0","9.1900","https://static.tcgplayer.com/2281ED22-6097-4F90-A62C-0CB4AB7FE06A"
"C-2014394","Magic","Ikoria: Lair of Behemoths","Ketria Triome (Showcase)","Purplemana SKU: [AM-01313-56556]","310","R","Near Mint","","","","","1","0","20.7000","https://static.tcgplayer.com/64047C1C-9BCA-4AC3-9257-04B70F5008B4"
"C-1998811","Magic","Innistrad: Midnight Hunt","Vanquish the Horde (Extended Art)","Purplemana SKU: [XX-01271-54320]","333","R","Near Mint","","","","","1","0","6.9000","https://static.tcgplayer.com/71289425-1938-4DE3-A621-0CB1F10EECE2"
"C-1998233","Magic","Invasion","Crypt Angel","Purplemana SKU: [XX-01322-57148]","","R","Moderately Played","","","","","1","0","74.7400","https://static.tcgplayer.com/0466D519-2B70-4E93-BAF2-B91546223CEF"
"C-2013524","Magic","Journey Into Nyx","Eidolon of the Great Revel","Purplemana SKU: [XX-01269-54255]","94","R","Lightly Played Foil","","","","","1","0","25.3000","https://static.tcgplayer.com/100F9928-7C0C-4133-ACCF-B6BD3C758B43"
"C-1998942","Magic","Judge Promos","Argothian Enchantress","Purplemana SKU: [AP-01308-56283]","","P","Lightly Played Foil","","","","","1","0","293.2500","https://static.tcgplayer.com/50FCEC26-9D02-4C71-99B1-607B7425173E"
"C-1998939","Magic","Judge Promos","Argothian Enchantress","Purplemana SKU: [AP-01308-56284]","","P","Lightly Played Foil","","","","","1","0","293.2500","https://static.tcgplayer.com/D1C0F895-3082-4164-BE19-0677B0A733DE"
"C-2013502","Magic","Judge Promos","Damnation","Purplemana SKU: [XX-01305-56240]","5","P","Lightly Played Foil","","","","","1","0","46.0000","https://static.tcgplayer.com/D004865D-B72C-488E-A534-9F4249601365"
"C-2013390","Magic","Judge Promos","Deranged Hermit","Purplemana SKU: [AP-01308-56270]","","P","Lightly Played Foil","","","","","1","0","115.0000","https://static.tcgplayer.com/63A56E7C-0DA9-41C7-9FAE-EDF9A2BCCB01"
"C-2013436","Magic","Judge Promos","Deranged Hermit","Purplemana SKU: [AP-01308-56271]","","P","Lightly Played Foil","","","","","1","0","115.0000","https://static.tcgplayer.com/AFEA502A-C2F1-493F-BA53-089195397591"
"C-2013395","Magic","Judge Promos","Deranged Hermit","Purplemana SKU: [AP-01308-56272]","","P","Lightly Played Foil","","","","","1","0","115.0000","https://static.tcgplayer.com/64ED1132-776B-4709-8AE3-E138114D01D1"
"C-1998218","Magic","Judge Promos","Flooded Strand","Purplemana SKU: [XX-01006-21854]","","P","Lightly Played Foil","","","","","1","0","230.0000","https://static.tcgplayer.com/1D26B617-9986-446C-ACFA-1C63F989B30E"
"C-1998950","Magic","Judge Promos","Flooded Strand","Purplemana SKU: [XX-01006-21855]","","P","Lightly Played Foil","","","","","1","0","230.0000","https://static.tcgplayer.com/8C61838B-D615-4B5D-B253-A0B825C3BEFA"
"C-1998216","Magic","Judge Promos","Flooded Strand","Purplemana SKU: [XX-01006-21857]","","P","Lightly Played Foil","","","","","1","0","230.0000","https://static.tcgplayer.com/FC58B990-7BE8-4B67-BD8D-F7D078DD44FE"
"C-1998905","Magic","Judge Promos","Flusterstorm","Purplemana SKU: [XX-01304-56179]"",""XX-01304-56179","","P","Lightly Played Foil","","","","","1","0","224.2500","https://static.tcgplayer.com/A5A6BBC1-E817-4486-A0BE-4C975B02093A"
"C-1998908","Magic","Judge Promos","Flusterstorm","Purplemana SKU: [XX-01304-56180]"",""XX-01304-56180","","P","Lightly Played Foil","","","","","1","0","224.2500","https://static.tcgplayer.com/6E58ACE2-3C08-4DFC-9C0B-84850AF43570"
"C-1998251","Magic","Judge Promos","Force of Will","Purplemana SKU: [XX-01304-56169]","","P","Lightly Played Foil","","","","","1","0","460.0000","https://static.tcgplayer.com/497B0CC7-CB5A-4228-9AAD-E7F33FD44F35"
"C-1998197","Magic","Judge Promos","Force of Will","Purplemana SKU: [XX-01304-56170]","","P","Lightly Played Foil","","","","","1","0","517.5000","https://static.tcgplayer.com/FD7B86D0-3D17-4561-9E2B-90A7D64B6335"
"C-1932313","Magic","Judge Promos","Intuition","Purplemana SKU: [AM-00995-20405]","","P","Lightly Played Foil","","","","","1","0","862.5000","https://static.tcgplayer.com/1C5EB66B-A2C9-4F8B-9F9A-209F98F64207"
